X,Y,DESCRIP86,BUSINESS86,USECLASS86,USECLASS96,USECLASS04,USECLASS10,ADDRESS,POSTCODE,OBJECTID
326388.1177,674921.8704,estate agent,J. Smith & Son,Class 2,Vacant,Vacant,Class 2,5 CROALL PLACE,EH7 4LT,1482
326391.6623,674926.752699999,n/t/c,Iqbal,Class 1,Class 1,Class 1,Class 1,6 CROALL PLACE,EH7 4LT,1483
326394.5327,674930.2985,sports equipt.,Borland,Class 1,Class 1,Class 1,Class 1,7 CROALL PLACE,EH7 4LT,1484
326396.8965,674933.5065,electr. accessories,Strachan,Class 1,Class 1,Class 1,Class 3,9 CROALL PLACE,EH7 4LT,1485
326400.1046,674937.052300001,solicitor,D. Clark,Class 2,Class 1,Class 2,Class 2,10 CROALL PLACE,EH7 4LT,1486
325362.0,674643.6423,public house, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,1(GF)-3 CUMBERL,EH3 6RT,1487
325327.5623,674636.157400001,off-licence, ,Class 1,Class 4,Vacant,Class 2,7 CUMBERLAND ST,EH3 6RT,1488
325323.0,674634.9672,vacant, ,Vacant,Class 4, ,Class 4, , ,1489
325318.041,674633.5787,vacant, ,Vacant,Class 4, ,Class 2, , ,1490
325235.4131,674610.554099999,vacant, ,Vacant,Vacant, , , , ,1491
325126.5207,674578.934,architects, ,Class 4,Class 1, , , , ,1492
325119.6447,674576.8182,paintings, ,Class 1,Class 1, ,Class 4,49 CUMBERLAND S,EH3 6RA,1493
325112.7686,674575.2314,beauty salon, ,Class 1,Class 1,Class 1,Class 1,51 CUMBERLAND S,EH3 6RA,1494
325085.4132,674567.8182,off-licence, ,Class 1,Class 1, , , , ,1495
325014.3306,674548.9091,paintings, ,Class 1,Class 1,Class 1,Class 4,75-79 CUMBERLAN,EH3 6RD,1496
325005.4297,674569.1983,vacant, ,Vacant,Vacant,Class 2,Class 1,64 CUMBERLAND S,EH3 6RE,1497
325009.4463,674570.0909,interior decorators, ,Class 4,Vacant,Vacant,Class 1,64A CUMBERLAND,EH3 6RE,1498
325015.0248,674571.652899999,travel agent, ,Class 1,Vacant,Class 1,Class 2,66 CUMBERLAND S,EH3 6RE,1499
327555.0904,674437.090399999,vacant, ,Vacant,Vacant,Vacant,Class 4,3 DALGETY AVENU,EH7 5UF,1500
326584.5073,672578.553200001,wine merchant,J. & H. Logan & Sons,Class 1,Class 1, , , , ,1501
326702,672389,amusement centre, ,Class 11,Vacant, , , , ,1502
326830.3331,675244.333900001,restaurant, ,Class 3,Class 3,Class 3,Class 3,42-44 DALMENY S,EH6 8RG,1503
326837.6669,675241.714600001,joiner's workshop, ,Class 4,Class 4,Class 4,Class 4,48 DALMENY STRE,EH6 8RG,1504
324116,673223,womens' clothes, ,Class 1,Demolished, , , , ,1505
324120,673216,restaurant, ,Class 3,Demolished, , , , ,1506
324116,673212,restaurant, ,Class 3,Demolished, , , , ,1507
324110,673207,fishmonger, ,Class 1,Demolished, , , , ,1508
324090,673167,tools, ,Class 1,Class 1,Vacant, , , ,1509
324087.3506,673159.0,restaurant, ,Class 3,Class 3,Vacant,Vacant,13 DALRY ROAD,EH11 2BQ,1510
324083.0996,673153.274900001,ladies clothes, ,Class 1,Vacant,Class 3,Class 3,15 DALRY ROAD,EH11 2BQ,1511
324081.4502,673149.701199999,restaurant, ,Class 3,Class 3,Class 3,Class 3,17 DALRY ROAD,EH11 2BQ,1512
324078.6494,673142.9243,restaurant, ,Class 3,Class 3,Vacant,Class 3,19 DALRY ROAD,EH11 2BQ,1513
324075.7251,673136.199200001,greengrocers, ,Class 1,Class 1,Class 1,Vacant,21 DALRY ROAD,EH11 2BQ,1514
324074.0757,673131.800799999,greengrocers, ,Class 1,Class 1,Class 1,Vacant,23 DALRY ROAD,EH11 2BQ,1515
324072.1514,673127.4024,grocer (lic), ,Class 1,Class 1,Class 1,Class 1,25 DALRY ROAD,EH11 2BQ,1516
324069.5498,673121.6494,childrens / ladies clothes, ,Class 1,Class 1,Class 1,Class 1,27 DALRY ROAD,EH11 2BQ,1517
324067.9004,673117.525900001,tv video hire, ,Class 1,Class 1,Class 1,Class 1,29 DALRY ROAD,EH11 2BQ,1518
324062.0239,673104.498,blinds, ,Class 1,Class 1,Class 1,Class 1,31 DALRY ROAD,EH11 2BU,1519
324060.9243,673102.0239,film processing, ,Class 1,Class 4,Class 1,Class 1,33 DALRY ROAD,EH11 2BU,1520
324059.5863,673099.367799999,video film hire, ,Class 1,Class 1,Class 1,Class 1,35 DALRY ROAD,EH11 2BU,1521
324058.4502,673096.525900001,leather bags, ,Class 1,Class 1,Vacant,Class 1,35A DALRY ROAD,EH11 2BU,1522
324054.3506,673087.800799999,baker, ,Class 1,Class 1,Class 1,Class 1,37 DALRY ROAD,EH11 2BU,1523
324056.5498,673092.474099999,hairdresser, ,Class 1,Class 1,Class 1,Class 1,37A-39 DALRY RO,EH11 2BU,1524
324052.0757,673083.0,radio rentals, ,Class 1,Class 1,Class 2,Class 2,39A DALRY ROAD,EH11 2BU,1525
324050.7012,673079.701199999,building society, ,Class 2,Vacant,Class 4,Class 4,41 DALRY ROAD,EH11 2BU,1526
324049.3267,673076.127499999,baker, ,Class 1,Vacant,Class 4,Class 1,43 DALRY ROAD,EH11 2BU,1527
324047.4681,673071.3298,charity shop,Save the Children,Class 1,Class 1,Class 1,Class 1,45 DALRY ROAD,EH11 2BU,1528
324045.6064,673067.0745,travel agent, ,Class 1,Vacant,Class 1,Vacant,47 DALRY ROAD,EH11 2BU,1529
324039.5319,673050.8509,off license, ,Class 1,Class 1,Class 1, , , ,1530
324038.2021,673047.127599999,travel agent, ,Class 1,Class 1,Vacant,Class 1,51-57 DALRY ROA,EH11 2BX,1531
324031.0638,673030.648800001,butcher, ,Class 1,Class 1,Class 1,Class 1,59 DALRY ROAD,EH11 2BZ,1532
324028.9362,673025.8617,ladies / gents clothes, ,Class 1,Class 3,Class 3,Class 3,63 DALRY ROAD,EH11 2BZ,1533
324026.2129,673018.8509,chemist, ,Class 1,Class 1,Class 1,Class 1,65 DALRY ROAD,EH11 2BZ,1534
324024.6172,673014.8617,grocer, ,Class 1,Class 1,Class 1,Class 1,67A DALRY ROAD,EH11 2BZ,1535
324006.1491,672991.7871,gas cookers, ,Class 1,Class 1,Class 4,Class 1,69-71 DALRY ROA,EH11 2AA,1536
323998.1914,672985.191400001,vacant, ,Vacant,Class 1,Class 1,Class 2,73 DALRY ROAD,EH11 2AA,1537
323994.2021,672982.0,hairdresser, ,Class 1,Class 1,Class 1,Class 1,77 DALRY ROAD,EH11 2AA,1538
323989.266,672977.3936,café / restaurant, ,Class 3,Class 3,Class 3,Class 3,79 DALRY ROAD,EH11 2AA,1539
323983.9469,672974.202099999,greengrocer, ,Class 1,Class 1,Class 1,Class 1,81 DALRY ROAD,EH11 2AA,1540
323979.6917,672971.5426,building society, ,Class 2,Class 1,Class 11,Class 11,85 DALRY ROAD,EH11 2AA,1541
323959.4681,672960.7764,hardware, ,Class 1,Class 1, , , , ,1542
323956.8086,672959.1807,watchmaker, ,Class 1,Class 1,Class 1, , , ,1543
323951.7555,672955.4574,post office, ,Class 1,Class 1,Class 1,Class 1,91 DALRY ROAD,EH11 2AB,1544
323947.2021,672951.2552,electrical spares parts, ,Class 1,Class 1, , , , ,1545
323944.1914,672948.9147,jewellery, ,Class 1,SUI GENERIS,SUI GENERIS, , , ,1546
323939.6702,672945.191400001,restaurant, ,Class 3,SUI GENERIS, , , , ,1547
323937.5426,672943.595699999,wholesale foods, ,Class 1,Class 1, , , , ,1548
323934.2021,672941.9147,hot food take-away, ,SUI GENERIS,SUI GENERIS, , , , ,1549
323926.2236,672936.8617,restaurant, ,Class 3,Class 3, , , , ,1550
323906.1276,672923.1807,restaurant, ,Class 3,Class 1, , , , ,1551
323901.0745,672919.9893,restaurant, ,Class 3,Class 1, , , , ,1552
323897.3512,672917.3298,butcher, ,Class 1,Class 1,Class 2,Class 2,111 DALRY ROAD,EH11 2DR,1553
323891.266,672911.585000001,wool, ,Class 1,Class 1,Class 1,Class 1,113-115 DALRY R,EH11 2DR,1554
323886.7448,672907.595699999,ladies / gents clothes, ,Class 1,Class 1,Vacant,Class 2,119-121 DALRY R,EH11 2DR,1555
323879.6064,672901.9147,n/t/c, ,Class 1,Class 1,Class 1,Class 1,123 DALRY ROAD,EH11 2DR,1556
323875.3512,672898.723300001,second hand furniture, ,Class 1,Class 1,Vacant,Class 3,125 DALRY ROAD,EH11 2DR,1557
323858.9255,672883.6273,charity shop, ,Class 1,Class 1,Vacant,SUI GENERIS,131 DALRY ROAD,EH11 2EA,1558
323856.5319,672880.967800001,greengrocer, ,Class 1,Class 1,Vacant,Vacant,133 DALRY ROAD,EH11 2EA,1559
323854.1383,672878.3083,hairdresser, ,Class 1,Class 1,Class 1,Class 1,135 DALRY ROAD,EH11 2EA,1560
323849.6172,672873.521199999,vacant, ,Vacant,Vacant, , , , ,1561
323697.4574,672740.733999999,electrical, ,Class 1,Class 2,Class 2,Class 1,162 DALRY ROAD,EH11 2EG,1562
323694.0,672736.478800001,hairdresser, ,Class 1,Class 1,Class 1,Class 1,164 DALRY ROAD,EH11 2EG,1563
323689.585,672731.127599999,dry cleaners, ,Class 1,Vacant,SUI GENERIS,SUI GENERIS,166 DALRY ROAD,EH11 2EG,1564
323686.9255,672727.6702,betting shop, ,Class 2,Class 2,Class 2,Class 2,168-170 DALRY R,EH11 2EG,1565
323684.266,672724.7448,n/t/c, ,Class 1,Class 1,Class 1,Class 1,174 DALRY ROAD,EH11 2EG,1566
323682.1383,672722.351199999,second hand clothes, ,Class 1,Class 1,Class 1,Class 1,176 DALRY ROAD,EH11 2EG,1567
323674.266,672715.681,public house,Auld Worthies,SUI GENERIS,SUI GENERIS,SUI GENERIS, , , ,1568
323657.9785,672693.797900001,adult learning project, ,Class 4,Class 10,Vacant,Vacant,184 DALRY ROAD,EH11 2EP,1569
323655.585,672690.6064,wool, ,Class 1,Class 1,Class 1,Class 9,186 DALRY ROAD,EH11 2EP,1570
323652.9255,672686.883099999,hairdresser, ,Class 1,Vacant,Vacant,Class 9,188 DALRY ROAD,EH11 2EP,1571
323847.0821,672509.6285,vacant, ,Vacant,Class 3,Class 3,Class 3,9 DUNDEE TERRAC,EH11 1DL,1572
323746.4233,672458.0,grocer, ,Class 1,Class 9, , , , ,1573
323797.8856,672514.9222,"d-i-y, bathrooms",Paris,Class 1,SUI GENERIS,SUI GENERIS,SUI GENERIS,4 DUNDEE TERRAC,EH11 1DL,1574
323771,672473,print shop, ,Class 4,Class 9, , , , ,1575
324885.7613,672971.7423,hairdresser, ,Class 1,Class 3,Class 3,Class 3,4 EARL GREY STR,EH3 9BN,1576
324881.5093,672977.745100001,china goods,Lawleys,Class 1,Class 1, ,Class 1,6-10 EARL GREY,EH3 9BN,1577
324877.5074,672983.4979,bags, ,Class 1,Class 1, , , , ,1578
324589.5319,674559.692600001,chemist, ,Class 1,Class 1,Class 1,Class 1,14 DEANHAUGH ST,EH4 1LY,1579
324588.357,674561.203299999,children's clothing, ,Class 1,Class 1,Class 1, , , ,1580
324587.0142,674563.0496,charity shop, ,Class 1,Class 1,Class 1,Class 1,20 DEANHAUGH ST,EH4 1LY,1581
324585.3357,674565.0638,fabrics & wallpaper, ,Class 1,Class 1,Class 1,Class 1,22 DEANHAUGH ST,EH4 1LY,1582
323650.7979,672683.957699999,plumber /bathroom suites, ,Class 4,Vacant,Class 9, , , ,1583
323846.5957,672869.521199999,coffee house, ,Class 3,Class 1, , , , ,1584
323843.6702,672866.3298,fabric curtains carpets, ,Class 1,Vacant,Class 1,Class 2,141 DALRY ROAD,EH11 2EA,1585
323841.0107,672863.6702,launderette, ,Class 1,Class 1, , , , ,1586
323835.7979,672857.723300001,greengrocer, ,Class 1,Class 1, , , , ,1587
323833.6702,672855.0638,vacant, ,Vacant,Vacant,Vacant,Class 1,149 DALRY ROAD,EH11 2EA,1588
323831.2767,672852.6702,office equipment, ,Class 4,Class 1,Class 4,Class 4,151 DALRY ROAD,EH11 2EA,1589
323829.1491,672850.276699999,vacant, ,Vacant,Vacant,Class 2,Class 2,155 DALRY ROAD,EH11 2EA,1590
323827.0215,672847.883099999,bakery, ,Class 1,Vacant,Class 1,Class 1,157 DALRY ROAD,EH11 2EA,1591
323823.9893,672844.510399999,leather clothing, ,Class 1,Class 1,Class 1,Class 1,159 DALRY ROAD,EH11 2EB,1592
323820.5319,672841.053099999,vacant, ,Vacant,Vacant,Class 1,Class 1,163 DALRY ROAD,EH11 2EB,1593
323816.2767,672837.0638,second hand furniture, ,Class 1,Class 1, , , , ,1594
323809.1276,672829.3936,vacant, ,Vacant,Class 1, , , , ,1595
323806.734,672826.733999999,building society, ,Class 2,Class 2, , , , ,1596
323803.0107,672823.276699999,carpets, ,Class 1,Class 2, , , , ,1597
323799.2767,672818.8617,ladies & gents clothing, ,Class 1,Class 1,Class 3,Class 3,175 DALRY ROAD,EH11 2EB,1598
323795.5534,672815.1383,vacant, ,Vacant,Vacant,Class 1,Class 1,177 DALRY ROAD,EH11 2EB,1599
323792.362,672811.681,new / 2nd books, ,Class 1,Class 1,Class 4,Vacant,181 DALRY ROAD,EH11 2EB,1600
323789.8193,672808.435900001,electrical engineer / spares, ,Class 2,Class 1,Vacant,Class 4,183 DALRY ROAD,EH11 2EB,1601
323786,672805,vacant, ,Vacant,Class 1,Vacant,Class 1,185 DALRY ROAD,EH11 2EB,1602
323786,672805,vacant, ,Vacant,Class 1,Vacant,Class 1,189 DALRY ROAD,EH11 2EB,1603
323786,672805,hot food t/a, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,191 DALRY ROAD,EH11 2EB,1604
323747,672747,computers / photocopiers sales, ,Class 2,Class 9, , , , ,1605
323747,672747,tv/electrical/parts, ,Class 1,Class 1, , , , ,1606
323743.1383,672741.9893,public house, ,SUI GENERIS,SUI GENERIS, , , , ,1607
324072.9186,673190.729699999,hot food take-away, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,2-6 DALRY ROAD,EH11 2BG,1608
324049.8402,673137.9147,dry cleaner / photo processing,Munro,Class 1,Class 1,Class 1,Class 1,18-20 DALRY ROA,EH11 2BA,1609
324048.5104,673134.9893,amusements, ,Class 11,Vacant,Vacant, , , ,1610
324047.1807,673132.0638,amusements, ,Class 11,SUI GENERIS,SUI GENERIS,SUI GENERIS,24 DALRY ROAD,EH11 2BA,1611
324045.585,673128.6064,amusements, ,Class 11,Class 1,Vacant,Class 1,26 DALRY ROAD,EH11 2BA,1612
324044.2552,673125.414999999,sports goods, ,Class 1,Class 1,Class 1,Class 1,28 DALRY ROAD,EH11 2BA,1613
324042.9255,673122.2236,optician, ,Class 1,Class 1,Class 1,Class 1,30 DALRY ROAD,EH11 2BA,1614
324040.9893,673118.4574,gents / boys clothes, ,Class 1,Class 1,Class 1,Class 1,32 DALRY ROAD,EH11 2BA,1615
324039.6595,673115.0,n/t/c, ,Class 1,Class 1,Class 1,Vacant,34 DALRY ROAD,EH11 2BA,1616
324038.6917,673112.0,records cards novelties, ,Class 1,Class 1,Class 11,Class 11,38 DALRY ROAD,EH11 2BA,1617
324037.4788,673109.053099999,grocer, ,Class 1,Class 1,Vacant,Vacant,40 DALRY ROAD,EH11 2BA,1618
324033.6595,673100.404300001,travel agent, ,Class 1,Class 1,Class 1,Class 1,42 DALRY ROAD,EH11 2BA,1619
324030.1914,673092.0638,travel agent, ,Class 1,Vacant,Class 1,Class 1,46 DALRY ROAD,EH11 2BA,1620
324028.5957,673088.6064,edinburgh volunteer exchange, ,Class 4,Vacant,Class 1,Class 1,48 DALRY ROAD,EH11 2BA,1621
324027.0,673084.883099999,hairdresser, ,Class 1,Class 1,Vacant,Vacant,50 DALRY ROAD,EH11 2BA,1622
324025.1383,673080.362,insurance consult / bldg soc, ,Class 4,Vacant,Class 1,Class 1,54 DALRY ROAD,EH11 2BA,1623
324023.5426,673076.3727,shoes, ,Class 1,Class 1,Class 1,Class 2,56 DALRY ROAD,EH11 2BA,1624
324016.4574,673070.9893,electrical goods, ,Class 1,Class 1,Class 1,Class 1,56A DALRY ROAD,EH11 2BA,1625
324009.0638,673051.7871,sports equipment & clothing, ,Class 1,Class 1,Class 1,Class 1,58 DALRY ROAD,EH11 2AY,1626
324007.4681,673047.0,records tapes, ,Class 1,Class 1,Class 1,Class 1,60 DALRY ROAD,EH11 2AY,1627
324005.3405,673042.2129,building society, ,Class 2,Class 1,Class 1,Vacant,64 DALRY ROAD,EH11 2AY,1628
324003.4788,673037.957699999,pet stores, ,Class 1,Class 1,Class 1,Class 1,66 DALRY ROAD,EH11 2AY,1629
324002.0,673033.733999999,hairdresser, ,Class 1,Class 1,Class 4,Class 4,68(1F) DALRY RO,EH11 2AY,1630
324000.1383,673031.340500001,sports goods, ,Class 1,Class 1,Class 1,Class 1,68(GF) DALRY RO,EH11 2AY,1631
323998.5426,673029.2129,furniture -kitchens, ,Class 1,Vacant,Class 1,Class 1,70 DALRY ROAD,EH11 2AY,1632
323996.1914,673026.808599999,freezer foods, ,Class 1,SUI GENERIS,SUI GENERIS,SUI GENERIS,72 DALRY ROAD,EH11 2AY,1633
323993.6595,673023.1383,cards / novelties, ,Class 1,Class 1,Class 4,Class 1,74 DALRY ROAD,EH11 2AY,1634
323990.1276,673017.872400001,off licence, ,Class 1,Class 1,Class 1,Class 1,76 DALRY ROAD,EH11 2AX,1635
323987.4681,673014.414999999,mens / boys sportswear, ,Class 1,Vacant,Class 2,Class 1,78 DALRY ROAD,EH11 2AX,1636
323984.8086,673010.648800001,launderette, ,Class 1,Class 1,Class 1,Vacant,84 DALRY ROAD,EH11 2AX,1637
323966.3936,672994.733999999,hardware diy, ,Class 1,Class 1,Class 1,Class 1,86 DALRY ROAD,EH11 2AX,1638
323957.7979,672988.4681,public house, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,88 DALRY ROAD,EH11 2AX,1639
323951.1276,672984.6172,amusements, ,Class 11,Vacant,Class 2,Class 2,90 DALRY ROAD,EH11 2AX,1640
323945.319,672980.733999999,betting shop, ,Class 2,Class 2,Class 2,Class 2,92 DALRY ROAD,EH11 2AX,1641
323940.4681,672977.5426,grocer (lic), ,Class 1,Class 1,Vacant, , , ,1642
323935.3298,672974.6064,restaurant, ,Class 3,Class 3,Class 3,Class 3,94A-96 DALRY RO,EH11 2AX,1643
323915.5212,672963.478800001,car rental, ,Class 4,SUI GENERIS,Vacant,Class 3,100-102 DALRY R,EH11 2DW,1644
323817.4043,672909.266000001,supermarket,Fine Fare,Class 1,Class 1,Class 1,Class 1,114 DALRY ROAD,EH11 2EZ,1645
323803.2451,672872.351199999,electrical, ,Class 1,Class 1,Vacant, , , ,1646
323791.5212,672860.6172,public house, ,SUI GENERIS,Class 1,Class 1,Class 1,118-126 DALRY R,EH11 2EZ,1647
323782.4681,672850.5319,car accessories, ,Class 1,Vacant,Vacant,Class 3,128 DALRY ROAD,EH11 2EZ,1648
323648.6702,672681.2982,hot food take-away, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,192 DALRY ROAD,EH11 2EP,1649
323618.1807,672643.9255,grocer (licensed), ,Class 1,Class 1,Class 1, , , ,1650
323615.7871,672641.266000001,housing improvement centre, ,Class 4,Vacant,Vacant,Vacant,200 DALRY ROAD,EH11 2ES,1651
323613.3936,672638.6064,diy ironmonger, ,Class 1,Class 1,Class 1,Vacant,202 DALRY ROAD,EH11 2ES,1652
323610.9147,672635.659499999,community workshop, ,Class 4,Class 9, , , , ,1653
323609.319,672633.266000001,fishmonger, ,Class 1,Class 9, , , , ,1654
323607.4574,672630.872400001,butcher, ,Class 1,Class 9, , , , ,1655
323604.7979,672627.414999999,musical instruments, ,Class 1,Class 1, , , , ,1656
323602.7764,672624.521199999,hot food take-away, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,214 DALRY ROAD,EH11 2ES,1657
323599.585,672620.797900001,vacant, ,Vacant,Vacant, , , , ,1658
323596.4043,672617.425799999,vacant, ,Vacant,Vacant, , , , ,1659
323593.7448,672614.500299999,painter / decorator, ,Class 4,Class 4, , , , ,1660
323590.3083,672610.4681,vacant, ,Vacant,Class 2, , , , ,1661
323588.1807,672607.5426,gazette, ,Class 4,Class 4, , , , ,1662
323585.7871,672604.883099999,second hand furniture, ,Class 1,Class 2,Class 9, , , ,1663
323583.1276,672602.2236,video film hire, ,Class 1,Vacant,Vacant,Class 4,230 DALRY ROAD,EH11 2ES,1664
323558.1914,672570.6602,vacant, ,Vacant,Vacant, , , , ,1665
323555.8193,672567.9046,second hand electricals, ,Class 1,Vacant,Class 9, , , ,1666
323552.1169,672564.0,moneylender, ,Class 2,Vacant, , , , ,1667
323549.1914,672559.7448,painter / decorater, ,Class 4,Class 4, , , , ,1668
323545.734,672555.7555,grocer (lic), ,Class 1,Class 1, , , , ,1669
323540.8402,672549.9893,ladies clothes, ,Class 1,Class 1,Vacant,Class 9, , ,1670
323538.4466,672546.5319,hairdresser, ,Class 1,Class 2, , , , ,1671
323535.5212,672543.0745,n/t/c, ,Class 1,Class 1, , , , ,1672
323532.3298,672539.351199999,jewellery, ,Class 1,Vacant,Class 2,Class 2,246 DALRY ROAD,EH11 2JG,1673
323528.7764,672535.2552,baker, ,Class 1,SUI GENERIS, , , , ,1674
323526.6488,672532.8617,vacant, ,Vacant,Vacant,Vacant,Vacant,249 DALRY ROAD,EH11 2JQ,1675
323524.5212,672530.202099999,second hand furniture, ,Class 1,Vacant, , , , ,1676
323519.734,672524.6172,insurance services, ,Class 4,Vacant, , , , ,1677
323517.5104,672521.446599999,vacant, ,Vacant,Vacant,Vacant,Class 9, , ,1678
323514.585,672517.9893,vacant, ,Vacant,Vacant, , , , ,1679
323511.9255,672514.797900001,vacant, ,Vacant,Class 2, , , , ,1680
323508.734,672510.808599999,vacant, ,Vacant,Class 2, , , , ,1681
323500.8509,672502.0745,butcher, ,Class 1,Vacant,Vacant,Class 9, , ,1682
323497.1276,672498.0853,hot food take-away, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,261 DALRY ROAD,EH11 2JQ,1683
327537.6735,674348.653100001,painter & decorator, ,Class 4,Class 1,Class 2,Class 2,12 DALZIEL PLAC,EH7 5TR,1684
327560.2505,674338.840500001,public house, ,SUI GENERIS,Class 3,Class 3,Class 3,13-14 DALZIEL P,EH7 5TP,1685
327608.2987,674322.0557,hot food t/a, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,21 DALZIEL PLAC,EH7 5TP,1686
327613.4026,674320.3544,hairdresser & beauty salon, ,Class 1,Class 1,Class 1,Class 1,23 DALZIEL PLAC,EH7 5TP,1687
324617.4229,676311.535499999,"tailor, alterations", ,Class 1,Vacant, , , , ,1688
324666.6268,674607.6951,restaurant, ,Class 3,Class 3,Class 3,Class 3,1 DEAN BANK LAN,EH3 5BS,1689
324183.2746,674357.270500001,hairdresser, ,Class 1,Class 9, , , , ,1690
324185,674619,vacant, ,Vacant,Class 4, , , , ,1691
324248.0989,674661.506999999,butcher, ,Class 1,Class 4,Class 1,Class 1,9 DEAN PARK STR,EH4 1JN,1692
324225.0041,674650.1886,grocer (lic), ,Class 1,Class 3,Class 3,Class 1,6 DEAN PARK STR,EH4 1JW,1693
324225.459,674645.6394,plumber, ,Class 4,Class 4,Class 4,Class 9, , ,1694
324240.2787,674484.3606,grocer (lic), ,Class 1,Class 2,Vacant,Class 9, , ,1695
324489,674618,polar ices ltd., ,Class 2,Class 9, , , , ,1696
324527.352,674614.619899999,public house, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,4-6 DEAN STREET,EH4 1LW,1697
324374.8132,674534.005999999,public house, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,50 DEAN STREET,EH4 1LQ,1698
324619.0496,674564.368899999,bank, ,Class 2,Vacant,Class 3,Class 3,1 DEANHAUGH STR,EH4 1LU,1699
324613.4752,674571.4823,vacant, ,Vacant,Class 1,Class 1,Class 1,3 DEANHAUGH STR,EH4 1LU,1700
324609.9858,674576.1182,travel agent, ,Class 1,Class 1,Class 1,Class 1,5 DEANHAUGH STR,EH4 1LU,1701
324607.3074,674579.475199999,chemist, ,Class 1,Class 1, , , , ,1702
324604.636,674583.1395,grocer, ,Class 1,Class 1,Class 1,Class 1,9 DEANHAUGH STR,EH4 1LU,1703
324602.1395,674586.475199999,grocer, ,Class 1,Class 1,Class 1,Class 1,11 DEANHAUGH ST,EH4 1LU,1704
324599.3074,674590.642999999,building society, ,Class 2,Class 2,Class 2,Class 2,13 DEANHAUGH ST,EH4 1LU,1705
324596.2223,674594.917199999,baker, ,Class 1,Class 1,Class 1,Class 1,15 DEANHAUGH ST,EH4 1LU,1706
324586.6501,674603.796700001,fishmonger, ,Class 1,Class 1, , , , ,1707
324583.2932,674609.0,ladies' clothing, ,Class 1,Class 1, , , , ,1708
324579.9646,674613.264799999,n/t/c, ,Class 1,Class 1,Class 1,Class 1,33 DEANHAUGH ST,EH4 1LR,1709
324577.4114,674616.810900001,vacant, ,Vacant,Class 1,Class 1,Class 1,35-37 DEANHAUGH,EH4 1LR,1710
324574.6218,674622.796700001,butcher, ,Class 1,Class 1,Class 1,Class 1,39-41 DEANHAUGH,EH4 1LR,1711
324572.2719,674627.328600001,dry cleaner / photo processing, ,Class 1,Class 1,Class 1,Class 1,45 DEANHAUGH ST,EH4 1LR,1712
324568.7826,674633.6218,public house, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,47-49 DEANHAUGH,EH4 1LR,1713
324598.1962,674549.524800001,coffee house, ,Class 3,Class 3,Class 3,Class 3,2 DEANHAUGH STR,EH4 1LY,1714
324596.3499,674551.874700001,hairdresser, ,Class 1,Class 1,Class 1,Class 1,4 DEANHAUGH STR,EH4 1LY,1715
324594.3357,674553.888800001,ladies' clothing, ,Class 1,Class 1,Class 1,Class 1,8 DEANHAUGH STR,EH4 1LY,1716
324592.6572,674556.070900001,upholsterer, ,Class 4,Class 1,Class 1,Class 4,10 DEANHAUGH ST,EH4 1LY,1717
323891.2678,672528.257099999,printing/photocopying, ,Class 4,Class 4,Vacant,Class 1,177 DUNDEE STRE,EH11 1BY,1718
323886.2786,672526.4428,chemist, ,Class 1,Class 1,Class 1,Class 1,179 DUNDEE STRE,EH11 1BY,1719
323881.7429,672523.7214,post office, ,Class 1,Class 1,Class 1,Class 1,181 DUNDEE STRE,EH11 1BY,1720
323855.0,672548.9179,public house, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,Class 1,174 DUNDEE STRE,EH11 1DQ,1721
323836.9071,672549.6501,vacant, ,Vacant,Class 1,Class 1,Class 1,176-180 DUNDEE,EH11 1DQ,1722
323863.175,672515.9892,vacant, ,Vacant,Class 4,Class 4,Class 4,1 DUNDEE TERRAC,EH11 1DL,1723
323858.6393,672514.175000001,hot food take-away, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,5 DUNDEE TERRAC,EH11 1DL,1724
323853.6501,672511.907099999,glazier, ,Class 4,Class 1,Class 3,Class 3,7 DUNDEE TERRAC,EH11 1DL,1725
324583.9929,674566.9101,restaurant, ,Class 3,Class 3,Class 3,Class 3,18-24 DEANHAUGH,EH4 1LY,1726
324581.8818,674569.489399999,* no nameplate *, ,UNKNOWN USE,Class 3, , , , ,1727
324580.539,674571.3357,restaurant, ,Class 3,Class 3,Class 3,Class 3,28 DEANHAUGH ST,EH4 1LY,1728
324579.0283,674573.0142,* no nameplate *, ,UNKNOWN USE,Class 3, , , , ,1729
324577.6856,674574.357000001,* no nameplate *, ,UNKNOWN USE,Class 2, , , , ,1730
