X,Y,DESCRIP86,BUSINESS86,USECLASS86,USECLASS96,USECLASS04,USECLASS10,ADDRESS,POSTCODE,OBJECTID
324437.5102,673811.3115,public house, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,13A-14 MELVILLE,EH3 7PR,4336
324452.0203,673727.5869,hairdresser, ,Class 1,Class 4, , , , ,4337
326199.6298,672491.209100001,off license, ,Class 1,Class 1,Class 1,Class 1,1-3 MELVILLE TE,EH9 1ND,4338
326193.0,672489.7884,n/t/c, ,Class 1,Class 1,Class 4,Class 1,5 MELVILLE TERR,EH9 1ND,4339
326185.8967,672488.367799999,vet. bookshop, ,Class 1,Class 1,Class 4,Class 1,6 MELVILLE TERR,EH9 1ND,4340
326176.4736,672478.8413,photographic studio, ,Class 2,Class 2,Class 2,Class 2,7 MELVILLE TERR,EH9 1ND,4341
325937.8942,672450.1033,grocer, ,Class 1,Class 1,Class 1,Class 1,26-27 MELVILLE,EH9 1LP,4342
325931.2644,672450.1033,electricians, ,Class 4,Class 4,Class 4,Class 4,29 MELVILLE TER,EH9 1LP,4343
325924.1611,672449.629799999,builders, ,Class 4,Class 4,Class 4,Class 2, , ,4344
325699.0385,673400.2267,restaurant, ,Class 3,Class 3,SUI GENERIS,SUI GENERIS,7 MERCHANT STRE,EH1 2QD,4345
325663,673366,restaurant, ,Class 3,Class 3,Class 3,Class 3,17 MERCHANT STR,EH1 2QD,4346
324142.6178,672250.7214,antiques, ,Class 1,Vacant, , , , ,4347
324140.3499,672253.896400001,hot food t/a, ,SUI GENERIS,SUI GENERIS, , , , ,4348
324137.8964,672258.6285,pets, ,Class 1,Class 1, , , , ,4349
324135.6285,672262.7106,shoe repairs, ,Class 1,Class 1,Class 1,Class 1,30 MERCHISTON A,EH10 4NZ,4350
324132.9071,672266.339199999,jewellery, ,Class 1,Class 1, , , , ,4351
324127.9179,672274.049799999,dry cleaner, ,Class 1,Class 1, , , , ,4352
324125.8964,672277.6285,pottery, ,Class 1,Class 1,Class 4,Class 4,38 MERCHISTON A,EH10 4NZ,4353
324123.6285,672281.257099999,photographer, ,Class 2,Class 1,Class 1,Class 1,40 MERCHISTON A,EH10 4NZ,4354
324120.9071,672285.339199999,greengrocer, ,Class 1,Class 1,Class 4,Vacant,42 MERCHISTON A,EH10 4NZ,4355
324483.2247,672082.887599999,post office, ,Class 1,Class 1,Class 1,Class 1,1 MERCHISTON PL,EH10 4NP,4356
324478.7697,672080.4888,plumbers,W.F. Wightman,Class 4,Class 4,Class 4,Class 4,3 MERCHISTON PL,EH10 4NP,4357
323944.0929,672299.8358,hairdresser, ,Class 1,Class 1,Class 1,Class 1,35 MERTOUN PLAC,EH11 1JX,4358
323941.3715,672304.3715,plumber, ,Class 4,Class 4, , , , ,4359
323921.2571,672292.0821,grocer & n/t/c, ,Class 1,Class 1, , , , ,4360
313026,678313,grocer (lic.),Drysdale,Class 1,Class 1,Class 3,Class 3,5 MID TERRACE,EH30 9LH,4361
313020.2406,678316.0075,womens and babies clothes,Armstrong,Class 1,Class 9, , , , ,4362
314776,672440,service station, ,SUI GENERIS,SUI GENERIS,Class 1,Class 1,2 MIDDLE NORTON,EH28 8NH,4363
326506.3377,675079.8562,furniture, ,Class 1,Class 1,Class 1,Class 1,6 MIDDLEFIELD,EH7 4PF,4364
326508.7015,675083.739600001,n/t/c, ,Class 1,Class 1,Vacant,Vacant, , ,4365
326511.2342,675087.6231,pet shop, ,Class 1,Class 1, , , , ,4366
324514.7978,671101.426999999,vacant, ,Vacant,Vacant,Class 1,Class 2,1 MILLAR CRESCE,EH10 5HN,4367
324509.8287,671100.912900001,solicitor & estate agent, ,Class 2,Class 1,Class 1,Class 1,3 MILLAR CRESCE,EH10 5HN,4368
324504.0281,671100.426999999,business machines, ,Class 2,Class 2,Class 2,Class 2,5 MILLAR CRESCE,EH10 5HN,4369
324499.573,671100.0843,hairdresser, ,Class 1,Class 1,Class 1,Class 1,7 MILLAR CRESCE,EH10 5HN,4370
332555.2442,673166.421499999,hot food take-away, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,303 MILTON ROAD,EH15 2LA,4371
330296.965,672854.4812,n/t/c, ,Class 1,Class 1,Class 1,Class 1,4-4A MILTON ROA,EH15 1LF,4372
330288.7546,672852.9816,chemist, ,Class 1,Class 1,Class 1,Class 1,"6 MILTON ROAD,",EH15 1LF,4373
330283.0,672851.6043,hairdresser, ,Class 1,SUI GENERIS,SUI GENERIS,SUI GENERIS,"6A MILTON ROAD,",EH15 1LF,4374
330276.7546,672850.6043,furniture, ,Class 1,Class 1,Class 1,Class 1,"8 MILTON ROAD,",EH15 1LF,4375
330235.9284,672849.765900001,n/t/c, ,Class 1,Class 1,Class 1,Class 1,"10 MILTON ROAD,",EH15 1LE,4376
326714.8473,671827.671399999,vacant, ,Vacant,Class 4,Class 2,Class 2,31 MINTO STREET,EH9 2BT,4377
326711.5879,671834.0,greengrocer, ,Class 1,Class 2,Vacant,Class 1,31B MINTO STREE,EH9 2BT,4378
326708.9165,671839.250600001,n/t/c, ,Class 1,Class 1,Class 1,Class 1,31C-31D MINTO S,EH9 2BT,4379
326704.8703,671847.259299999,drycleaner, ,Class 1,Class 1,Vacant,Class 1,31E MINTO STREE,EH9 2BT,4380
326699.8791,671854.5012,furniture, ,Class 1,Class 1,Class 1,Class 1,31F-31G MINTO S,EH9 2BT,4381
326677.3659,671879.4352,bank, ,Class 2,Class 2, , , , ,4382
326502.2464,672194.8309,bank, ,Class 2,Class 2,Class 2,Class 2,52 MINTO STREET,EH9 2BR,4383
327419.0046,676263.522500001,public house, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,24 MITCHELL STR,EH6 7BD,4384
322779.9155,671653.0845,public house, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,1-2 MOAT PLACE,EH14 1NY,4385
322761.3732,671626.0,grocer (lic), ,Class 1,Class 1, , , , ,4386
322756.4577,671619.855599999,n/t/c, ,Class 1,Class 1, , , , ,4387
324667.2491,676005.3068,restaurant, ,Class 3,Class 3,Class 3,Class 3,1 MONTAGU TERRA,EH3 5QX,4388
324661.7113,676001.8989,greengrocer, ,Class 1,Class 1,Class 1,Class 1,2 MONTAGU TERRA,EH3 5QX,4389
324663.4152,675993.166099999,stationer, ,Class 1,Class 1,Class 1,Class 1,3 MONTAGU TERRA,EH3 5QX,4390
324666.9531,675986.527100001,bank, ,Class 2,Class 2,Class 2,Class 2,5-6 MONTAGU TER,EH3 5QX,4391
324671.9062,675978.472899999,chemist, ,Class 1,Class 1,Class 1,Class 1,6A MONTAGU TERR,EH3 5QX,4392
324674.8881,675972.509,gift shop, ,Class 1,Vacant,Class 3,SUI GENERIS,8 MONTAGU TERRA,EH3 5QX,4393
324678.296,675966.758199999,baker, ,Class 1,Class 1,Class 1,Class 1,8A MONTAGU TERR,EH3 5QX,4394
324691.9712,675940.0469,pet shop, ,Class 1,Class 1,Class 1,Class 3,12 MONTAGU TERR,EH3 5QX,4395
324693.8881,675936.213,grocer, ,Class 1,Class 1,Class 1,Class 3,12A MONTAGU TER,EH3 5QX,4396
324696.0181,675932.3791,car accessories, ,Class 1,Class 1,Class 1,Class 1,13 MONTAGU TERR,EH3 5QX,4397
324698.361,675927.4802,florist,Elliott Clark,Class 1,Class 1,Class 1,Class 1,14 MONTAGU TERR,EH3 5QX,4398
324709.3322,675906.0469,solicitor, ,Class 2,Class 2,Class 2,Class 1,15 MONTAGU TERR,EH3 5QR,4399
324711.6751,675901.361,hairdresser, ,Class 1,Class 1,Class 1,Class 1,17 MONTAGU TERR,EH3 5QR,4400
324714.2311,675897.1011,dry cleaner, ,Class 1,Class 1,Class 1,Class 1,18 MONTAGU TERR,EH3 5QR,4401
324716.6932,675891.6028,hairdresser, ,Class 1,Class 1,Class 1,Class 1,19 MONTAGU TERR,EH3 5QR,4402
324718.8232,675887.129899999,stationer, ,Class 1,Class 1,Class 1,Vacant,20 MONTAGU TERR,EH3 5QR,4403
324720.7401,675883.083000001,wine merchant, ,Class 1,Class 1,Class 1,Class 1,22 MONTAGU TERR,EH3 5QR,4404
324723.083,675878.3972,hot food take-away, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,23 MONTAGU TERR,EH3 5QR,4405
324726.4802,675871.472899999,veterinary surgeon, ,Class 2,Vacant,Vacant,Class 1,24 MONTAGU TERR,EH3 5QR,4406
324729.0362,675866.573999999,grocer, ,Class 1,Class 1,Class 1,Vacant,25 MONTAGU TERR,EH3 5QR,4407
324731.3791,675862.1011,fishmonger, ,Class 1,Class 1,Class 1,Class 1,26 MONTAGU TERR,EH3 5QR,4408
324733.509,675858.4802,chiropodist, ,Class 2,Class 1,Class 1,Class 1,27 MONTAGU TERR,EH3 5QR,4409
326424.4614,672771.7391,vacant, ,Vacant,Class 1,UNKNOWN USE,Class 9, , ,4410
326429.5386,672774.231799999,office,Scottish Nationalist Party,Class 4,Class 2,Class 2,Class 2,55 MONTAGUE STR,EH8 9QS,4411
326528.9068,674747.953400001,vacant, ,Vacant,Class 9, , , , ,4412
326976.915,674379.4837,wholesale, ,Class 2,Vacant, , , , ,4413
326982.3791,674382.8367,wholesale, ,Class 2,SUI GENERIS, , , , ,4414
326985.3595,674384.6994,office, ,Class 4,Class 4,Class 4,Class 4,50 MONTROSE TER,EH7 5DL,4415
326997.0916,674390.451099999,vacant, ,Vacant,Class 2,Class 2,Class 4,52 MONTROSE TER,EH7 5DL,4416
324543.6882,671225.0253,building society, ,Class 2,Vacant,Class 1,Class 1,213 MORNINGSIDE,EH10 4QT,4417
324544.2022,671219.713500001,hairdresser, ,Class 1,Class 1,Class 1,Class 1,215 MORNINGSIDE,EH10 4QT,4418
324545.1742,671212.8287,jeweller, ,Class 1,Class 1,Class 1,Class 1,217 MORNINGSIDE,EH10 4QT,4419
324545.6882,671207.688200001,chemist, ,Class 1,Vacant,Class 3,Class 3,219 MORNINGSIDE,EH10 4QT,4420
324545.8595,671203.4045,books, ,Class 1,Class 1,Class 1,Class 1,223 MORNINGSIDE,EH10 4QT,4421
324546.2022,671199.292099999,betting shop, ,Class 2,Class 2,Class 2,Vacant,225 MORNINGSIDE,EH10 4QT,4422
324546.7444,671194.426999999,shoe repairs, ,Class 1,Class 1,Class 1,Class 1,227 MORNINGSIDE,EH10 4QT,4423
324547.2584,671189.6292,cameras & camera repairs, ,Class 1,Class 1,Class 1,Class 1,229 MORNINGSIDE,EH10 4QT,4424
324547.2584,671185.3455,household textiles, ,Class 1,Class 1,Class 1,Class 1,233 MORNINGSIDE,EH10 4QT,4425
324547.4298,671181.061799999,off licence, ,Class 1,Class 1,Class 1,Vacant,235 MORNINGSIDE,EH10 4QT,4426
324549.7669,671162.5449,public house, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,237 MORNINGSIDE,EH10 4QU,4427
324548.5168,671152.0,hot food take-away, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,241 MORNINGSIDE,EH10 4QU,4428
324548.8595,671148.059,grocery, ,Class 1,Class 1,Class 1,Class 1,241A MORNINGSID,EH10 4QU,4429
324549.2022,671142.747199999,n/t/c, ,Class 1,Class 1, , , , ,4430
324549.4888,671135.3989,wool, ,Class 1,Class 1, , , , ,4431
324550.0028,671129.401699999,optician, ,Class 1,Class 1, , , , ,4432
324550.3455,671125.803400001,men's clothing, ,Class 1,Class 1,Class 1,Class 1,251 MORNINGSIDE,EH10 4QU,4433
324550.1461,671109.713500001,"film processing, frames,albums", ,Class 1,Class 1,Class 1,Class 1,253 MORNINGSIDE,EH10 4RD,4434
324550.4888,671105.9438,grocer, ,Class 1,Class 1,Class 1,Class 1,255 MORNINGSIDE,EH10 4RD,4435
324551.1152,671101.342700001,central heating installations, ,Class 4,Class 1,Class 1,Class 1,257 MORNINGSIDE,EH10 4RD,4436
324551.4579,671097.486,charity shop, ,Class 1,Class 1,Class 1,Class 1,259 MORNINGSIDE,EH10 4RD,4437
324551.8006,671093.657299999,ladies' clothing, ,Class 1,Class 1,Class 1,Class 1,261 MORNINGSIDE,EH10 4RD,4438
324552.1433,671090.1713,veterinary surgery, ,Class 2,Class 2,Class 2,Class 2, , ,4439
324560.7135,671082.0309,post office, ,Class 1,Class 1,Class 1,Class 1,265 MORNINGSIDE,EH10 4RD,4440
324535,670896,photocopying (kiosk), ,Class 2,Class 4,Vacant,Class 4,271 MORNINGSIDE,EH10 4RW,4441
324472.514,671911.8848,bank, ,Class 2,Class 2,Class 2,Class 2,8 MORNINGSIDE R,EH10 4DD,4442
324478.0,671863.9691,baker, ,Class 1,Class 1, , , , ,4443
324478.0,671860.713500001,restaurant, ,Class 3,Class 1,Class 1,Class 1,14 MORNINGSIDE,EH10 4DB,4444
324478.2837,671802.426999999,ladies' clothing, ,Class 1,Class 1,Class 1,Class 1,20 MORNINGSIDE,EH10 4DA,4445
324478.4551,671796.9438,building society, ,Class 2,Class 1,Class 1,Class 1,22 MORNINGSIDE,EH10 4DA,4446
324478.6264,671791.118000001,t-shirt logo printer, ,Class 1,Class 1,Class 1,Vacant,26 MORNINGSIDE,EH10 4DA,4447
324478.8848,671782.8848,sports clothing & equipment, ,Class 1,Class 1,Class 1,Class 1,28-30 MORNINGSI,EH10 4DA,4448
327021.2549,674398.8367,hot food t/a, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,58 MONTROSE TER,EH7 5DP,4449
327026.9215,674400.725500001,upholsterer, ,Class 4,Class 4,Class 4,Class 4,60 MONTROSE TER,EH7 5DP,4450
327031.7647,674401.967399999,camera repairs, ,Class 1,Class 1,Class 1,Class 1,64 MONTROSE TER,EH7 5DP,4451
327036.2353,674403.085000001,hairdresser, ,Class 1,Vacant,Vacant,Vacant,66 MONTROSE TER,EH7 5DP,4452
327043.5294,674404.614399999,print shop, ,Class 4,Vacant,Class 4,Class 4,68 MONTROSE TER,EH7 5DP,4453
327048.4967,674405.8562,fishmonger, ,Class 1,Class 1,Class 1,Vacant,70 MONTROSE TER,EH7 5DP,4454
327053.3399,674406.9739,car accessories, ,Class 1,Class 1,Class 1,Class 1,74-76 MONTROSE,EH7 5DP,4455
329023,669460,store, ,Class 4,Vacant, , , , ,4456
329023,669460,roofing contractor, ,Class 4,Vacant, , , , ,4457
328822.8936,669509.925100001,butcher, ,Class 1,Class 1,Class 1,Class 1,33 MOREDUN PARK,EH17 7ES,4458
328833.5158,669511.043299999,chemist, ,Class 1,Class 1,Class 1,Class 1,37 MOREDUN PARK,EH17 7ES,4459
328845.4526,669513.807,hairdresser, ,Class 1,Class 1,Class 1,Class 1,39 MOREDUN PARK,EH17 7ES,4460
328854.9567,669515.0649,grocer, ,Class 1,Class 1, , , , ,4461
328870.5374,669517.3927,grocer, ,Class 1,Class 1, , , , ,4462
328878.5184,669518.9167,baker, ,Class 1,Vacant,Class 1,Class 1,49 MOREDUN PARK,EH17 7ES,4463
329210.4226,669539.9781,baker, ,Class 1,Class 1,Class 1,Class 1,101 MOREDUN PAR,EH17 7HJ,4464
329214.7796,669536.568299999,grocer (lic.), ,Class 1,Class 1, , , , ,4465
329226.674,669527.863399999,post office, ,Class 1,Vacant, , , , ,4466
329239.7887,669517.5592,diy, ,Class 1,Class 1,Class 1,Class 1,111 MOREDUN PAR,EH17 7HJ,4467
329247.674,669511.8106,fruit, ,Class 1,Class 1,Class 4,Vacant,113 MOREDUN PAR,EH17 7HJ,4468
329254.6831,669506.127499999,butcher, ,Class 1,Class 1, , , , ,4469
324485.9129,671642.1742,lingerie, ,Class 1,Class 1,Class 1,Class 1,98 MORNINGSIDE,EH10 4BY,4470
324485.8848,671637.1713,hairdresser, ,Class 1,Class 1,Class 1,Class 1,102 MORNINGSIDE,EH10 4BY,4471
324486.0562,671631.1713,ladies' clothing, ,Class 1,Class 1,Class 1,Class 1,104 MORNINGSIDE,EH10 4BY,4472
324490.823,671548.112400001,bathroom fittings, ,Class 1,Class 1,Class 1,Class 1,120-122 MORNING,EH10 4BX,4473
324490.9129,671541.0,estate agents / insurance, ,Class 2,Class 1,Class 1,Class 1,124 MORNINGSIDE,EH10 4BX,4474
324491.0843,671537.0,domestic appliance repairs, ,Class 1,Class 2,Class 2,Class 2,126 MORNINGSIDE,EH10 4BX,4475
324491.3989,671533.3146,wool, ,Class 1,Class 1,Vacant, , , ,4476
324492.3118,671524.9241,restaurant, ,Class 3,Class 3, , , , ,4477
324492.7697,671520.9157,hot food take-away, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,128A MORNINGSID,EH10 4BX,4478
324493.7107,671514.483200001,"greeting cards, gifts", ,Class 1,Class 1,Class 1,Class 1,130 MORNINGSIDE,EH10 4BX,4479
324497.7135,671503.887599999,furniture, ,Class 1,Class 1,Class 1,Class 1,132 MORNINGSIDE,EH10 4BX,4480
324506.5702,671378.6854,window blinds, ,Class 1,Class 1,Class 1,Class 1,156 MORNINGSIDE,EH10 4PX,4481
324506.7416,671374.6854,decorators, ,Class 4,Class 1,Class 1,Class 1,158 MORNINGSIDE,EH10 4PX,4482
324506.9691,671368.8287,"lapidary, gemstones", ,Class 1,Class 1,Class 1,Class 1,162 MORNINGSIDE,EH10 4PX,4483
324495.8848,671346.918500001,public house, ,SUI GENERIS,Class 3,SUI GENERIS,SUI GENERIS,168(05)-172 MOR,EH10 4PU,4484
324509.7416,671334.342700001,solicitors & estate agents, ,Class 2,Class 1,SUI GENERIS,SUI GENERIS,176 MORNINGSIDE,EH10 4PU,4485
324509.9129,671330.1713,electrical goods, ,Class 1,Vacant, , , , ,4486
324510.2556,671321.887599999,videotape hire, ,Class 1,Vacant, , , , ,4487
324511.1124,671293.2837,curtains, ,Class 1,Class 1,Class 1,Class 2,190 MORNINGSIDE,EH10 4PU,4488
324511.2837,671286.4298,building society, ,Class 2,Class 2,Class 2,Class 2,194-196 MORNING,EH10 4PU,4489
329114.4535,669526.599300001,supermarket,Scotmid,Class 1,Class 1,Class 1,Class 1,80-88 MOREDUN P,EH17 7HG,4490
328929.0611,670092.3741,public house, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,50 MOREDUNVALE,EH17 7RZ,4491
324461.7135,670785.6545,hairdresser, ,Class 1,Class 1,Class 1,Class 1,3 MORNINGSIDE D,EH10 5LZ,4492
324456.0843,670785.741599999,videotape hire, ,Class 1,Class 2,Class 1,Class 1,7 MORNINGSIDE D,EH10 5LZ,4493
324452.6573,670785.5702,hairdresser, ,Class 1,Class 1,Class 1,Class 1,9 MORNINGSIDE D,EH10 5LZ,4494
324446.8258,670785.1994,n/t/c, ,Class 1,Class 4,Class 4,Vacant,13-15 MORNINGSI,EH10 5LZ,4495
324442.3708,670784.1713,jeweller, ,Class 1,Class 9, , , , ,4496
324437.4017,670782.971899999,computer disks, ,Class 2,Class 2,Class 4,Class 4,19 MORNINGSIDE,EH10 5LZ,4497
324432.4326,670781.4298,pets, ,Class 1,Class 4,Class 4,Class 4,21 MORNINGSIDE,EH10 5LZ,4498
324470.4132,670814.423900001,restaurant, ,Class 3,Class 3,Class 3,Class 3,6-8 MORNINGSIDE,EH10 5LY,4499
324463.4551,670813.832599999,shoe repairs, ,Class 1,Class 1,Class 2,Class 2,10 MORNINGSIDE,EH10 5LY,4500
324459.0,670813.6097,domestic appliance reconditioning, ,Class 1,Class 1,Class 2,Vacant,14-16 MORNINGSI,EH10 5LY,4501
324454.3736,670813.267000001,n/t/c, ,Class 1,Class 1,Vacant, , , ,4502
324448.8212,670812.9805,ladies' clothing, ,Class 1,Class 2,Class 2,Vacant,20 MORNINGSIDE,EH10 5LY,4503
324445.0168,670812.7576,building society, ,Class 2,Class 2,Class 4,Class 4,22 MORNINGSIDE,EH10 5LY,4504
324068.682,670632.3816,hairdresser, ,Class 1,Class 1, , , , ,4505
324061.4046,670630.9134,lic. grocer, ,Class 1,Class 1, , , , ,4506
323702.8272,670632.7807,n/t/c, ,Class 1,Class 1,Class 1,Class 9, , ,4507
323707.7653,670633.444599999,hairdresser, ,Class 1,Class 1, , , , ,4508
324513.3455,671702.2556,household lighting, ,Class 1,Class 1,Class 1,Class 1,33A MORNINGSIDE,EH10 4DR,4509
324513.5168,671697.971899999,grocer, ,Class 1,Vacant, , , , ,4510
324513.8595,671693.688200001,vacant, ,Vacant,Vacant, , , , ,4511
324514.2865,671688.0,bicycles, ,Class 1,Class 1,Class 1,Class 3,41 MORNINGSIDE,EH10 4DR,4512
324515.4298,671680.6854,bank, ,Class 2,Class 2,Class 2,Class 2,43 MORNINGSIDE,EH10 4DS,4513
324516.2303,671655.426999999,bank, ,Class 2,Class 1,Class 3,Class 3,45 MORNINGSIDE,EH10 4BB,4514
324516.4017,671644.4607,furniture, ,Class 1,Class 1,Class 1,Class 1,47-49 MORNINGSI,EH10 4BA,4515
324516.5449,671636.1461,furniture, ,Class 1,Class 1,Class 1,Class 1,53-57 MORNINGSI,EH10 4BA,4516
324516.7163,671622.856699999,furniture, ,Class 1,Class 1,Class 1,Vacant,61-63 MORNINGSI,EH10 4AZ,4517
324520.2303,671518.309,kitchen utensils, ,Class 1,Class 1,Class 1,Class 1,71 MORNINGSIDE,EH10 4AY,4518
324520.7444,671513.682600001,chiropodist, ,Class 2,Class 2,Class 2,Class 2, , ,4519
324521.2584,671509.0562,"crafts, gifts", ,Class 1,Class 1,Class 1,Class 1,77 MORNINGSIDE,EH10 4AY,4520
324521.6826,671504.5112,estate agent, ,Class 2,Class 1,Class 11,Class 1,79 MORNINGSIDE,EH10 4AY,4521
324522.1152,671500.831499999,craft materials, ,Class 1,Class 1,Class 1,Class 1,81 MORNINGSIDE,EH10 4AY,4522
324523.4888,671494.5702, , ,Class 1,Class 1,Class 1,Class 1,83-85 MORNINGSI,EH10 4AY,4523
324524.1742,671485.317399999, , ,Class 1,Class 1,Class 1,Class 1,87 MORNINGSIDE,EH10 4AY,4524
324525.2022,671475.3792, , ,Class 1,Vacant,Class 4,Class 4,89 MORNINGSIDE,EH10 4AY,4525
324526.059,671464.412900001, , ,Class 1,Vacant,Class 1,Class 1,93 MORNINGSIDE,EH10 4AY,4526
324526.9157,671453.2752, , ,Class 1,Class 1,Class 1,Class 1,95 MORNINGSIDE,EH10 4AY,4527
324539.9747,671417.856699999,supermarket - large,Safeway,Class 1,Class 1,Class 1,Class 1,145 MORNINGSIDE,EH10 4AX,4528
324530.6039,671388.112400001,ladies' clothing, ,Class 1,Class 1,Class 1,Class 1,147 MORNINGSIDE,EH10 4AX,4529
324530.7753,671383.8287,solicitor & estate agent, ,Class 2,Class 1,Class 1,Class 1,151 MORNINGSIDE,EH10 4AX,4530
324531.4607,671379.202199999,chemist, ,Class 1,Class 1,Class 1,Class 1,153 MORNINGSIDE,EH10 4AX,4531
324532.2893,671371.5702,hot food take-away, ,SUI GENERIS,Class 3,Class 3,Class 3,155 MORNINGSIDE,EH10 4AX,4532
324532.9747,671365.573000001,building society, ,Class 2,Class 2,Class 2,Class 2,159-161 MORNING,EH10 4AX,4533
324533.8034,671356.7697,off licence, ,Class 1,Class 1,Class 1,Class 1,163 MORNINGSIDE,EH10 4AX,4534
324534.3174,671351.8006,hot food take-away, ,SUI GENERIS,SUI GENERIS,SUI GENERIS,Class 3,165 MORNINGSIDE,EH10 4AX,4535
324534.8315,671346.831499999,hardware, ,Class 1,Class 1,Class 1, , , ,4536
324535.7163,671337.373600001,n/t/c, ,Class 1,Class 1,Class 1, , , ,4537
324536.4017,671331.547700001,estate agents & ch. surveyors, ,Class 2,Class 1,Class 3,Class 3,177 MORNINGSIDE,EH10 4AX,4538
324540.8595,671304.5702,consumer research unit, ,Class 4,Class 1,Class 1,Class 1,179 MORNINGSIDE,EH10 4QP,4539
324541.0309,671299.6011,beauty products, ,Class 1,Class 1,Class 1,Class 1,183 MORNINGSIDE,EH10 4QP,4540
324541.5449,671294.4607,dry cleaner, ,Class 1,Class 1,Class 1,Class 1,185 MORNINGSIDE,EH10 4QP,4541
324542.059,671287.7697,off licence, ,Class 1,Class 1,Class 1,Class 1,187 MORNINGSIDE,EH10 4QP,4542
324542.2303,671282.971899999,vacant, ,Vacant,Class 1,SUI GENERIS,SUI GENERIS,189 MORNINGSIDE,EH10 4QP,4543
324542.573,671278.002800001,toys, ,Class 1,Class 1,Class 1,Class 1,193 MORNINGSIDE,EH10 4QP,4544
324542.7725,671270.3708,tv & hi-fi, ,Class 1,Class 1,Class 1,Class 1,195-197 MORNING,EH10 4QP,4545
324543.1152,671265.059,pets, ,Class 1,Class 1,Vacant,Class 1,199 MORNINGSIDE,EH10 4QP,4546
324543.4579,671259.5758,ladies clothing, ,Class 1,Class 1,Class 1,Class 1,203 MORNINGSIDE,EH10 4QP,4547
324543.8006,671255.1208,building society, ,Class 2,Class 2,Class 2,Class 2,205 MORNINGSIDE,EH10 4QP,4548
324543.5168,671231.1938,chemist, ,Class 1,Class 1,Class 1,Class 1,207-209 MORNING,EH10 4QT,4549
324479.2275,671776.887599999,fancy goods, ,Class 1,Class 1,Class 1,Class 1,34 MORNINGSIDE,EH10 4DA,4550
324479.3989,671770.205,spectacle frames, ,Class 1,Class 1,Class 1,Class 1,36 MORNINGSIDE,EH10 4DA,4551
324479.8848,671762.227499999,ladies' clothing, ,Class 1,Class 1,Class 2,Class 2,38 MORNINGSIDE,EH10 4DA,4552
324480.0562,671757.772500001,ladies' clothing, ,Class 1,Class 1,Class 1,Class 1,40 MORNINGSIDE,EH10 4DA,4553
324480.2275,671751.432600001,fur & leather clothing, ,Class 1,Class 1, , , , ,4554
324480.5702,671746.1208,fur & leather clothing, ,Class 1,Class 1, , , , ,4555
324482.2556,671726.6348,greengrocer, ,Class 1,Class 1,Class 1,Vacant,54-56 MORNINGSI,EH10 4BZ,4556
324482.3118,671716.1713,men's clothing, ,Class 1,Class 1,Class 1,Class 1,58-60 MORNINGSI,EH10 4BZ,4557
324482.6545,671711.0309,n/t/c, ,Class 1,Class 1,Class 1,Class 1,62 MORNINGSIDE,EH10 4BZ,4558
324482.8258,671706.233100001,shoes, ,Class 1,Class 1,Class 2,Class 1,66 MORNINGSIDE,EH10 4BZ,4559
324482.4551,671698.856699999,travel agent, ,Class 1,Class 1,Class 1,Class 1,68 MORNINGSIDE,EH10 4BZ,4560
324482.7978,671693.7163,hairdresser, ,Class 1,Class 1,Class 1,Class 1,70 MORNINGSIDE,EH10 4BZ,4561
324483.1405,671688.4045,vacant, ,Vacant,Vacant,Class 3,Class 3,74 MORNINGSIDE,EH10 4BY,4562
324483.427,671680.971899999,carpets, ,Class 1,Vacant,Class 2,Class 2,76-80 MORNINGSI,EH10 4BY,4563
324483.941,671674.631999999,hairdresser, ,Class 1,Class 1,Class 1,Class 1,84 MORNINGSIDE,EH10 4BY,4564
324484.2837,671668.1208,restaurant, ,Class 3,Class 3,Class 3,Class 3,86-88 MORNINGSI,EH10 4BY,4565
324484.7416,671659.342700001,estate agent, ,Class 2,Class 2,Class 2,Class 2,92 MORNINGSIDE,EH10 4BY,4566
324485.2275,671651.0843,chemist, ,Class 1,Class 1,Class 1,Class 1,94 MORNINGSIDE,EH10 4BY,4567
324485.5702,671646.457900001,vacant, ,Vacant,Class 1,Class 1,Class 1,96 MORNINGSIDE,EH10 4BY,4568
324512.9101,671264.856699999,bank, ,Class 2,Class 2,Class 2,Class 2,200 MORNINGSIDE,EH10 4QQ,4569
324513.1685,671260.368000001,vacant, ,Vacant,Class 1, , , , ,4570
324513.8539,671250.772500001,charity shop, ,Class 1,Class 1, , , , ,4571
324514.1966,671246.6601,cafe, ,Class 3,Class 3,Class 3,Class 1,210 MORNINGSIDE,EH10 4QQ,4572
