X,Y,OBJECTID,DESCRIP15,BUSINESS15,USECLASS15,CVR15_POST,EASTING,NORTHING,ADDRESS
324766,668245,258,accountants,Taxassist Accountants,Class 2,EH10 7BQ,324766,668245,2A BIGGAR ROAD
324772,668216,259,grocer / convenience store (lic),Zaid's Mini Market,Class 1,EH10 7BQ,324772,668216,6(01) BIGGAR ROAD
324765,668140,260,dog grooming,Collars and Cuts,Class 1,EH10 7BQ,324765,668140,14(A) BIGGAR ROAD
324797,667782,261,mountain sports equipment and caf‚,Craigdon Mountain Sports / Apres caf‚,Class 1, ,324797,667782, 
324973,667028,262,restaurant & public house,The Steading,Class 3,EH10 7DU,324973,667028,118 BIGGAR ROAD
330140,672476,263,grocer (lic.),SAFDAR SARDAR,Class 1,EH15 3HX,330140,672476,84-86 BINGHAM AVENUE
325916,671126,264,n/t/c & post office,Blackford Avenue Post Office,Class 1,EH9 2PP,325916,671126,31 BLACKFORD AVENUE
325890,671124,265,grocer,The Avenue Store,Class 1,EH9 2PP,325890,671124,36 BLACKFORD AVENUE
325896,671114,266,veterinary surgery & pet supplies,The Veterinary Cat Clinic,Class 2, ,325896,671114, 
325997,670992,267,charity office,Dog Aid Society of Scotland,Class 2,EH9 3ER,325997,670992,60 BLACKFORD AVENUE
326120,670948,268,dental laboratory,Pentland Crown & Bridge,Class 2,EH9 3ES,326120,670948,100-102 BLACKFORD AVENUE
326128,670946,269,paints,The Paint Shed,Class 1,EH9 3ES,326128,670946,106 BLACKFORD AVENUE
326149,670940,270,plumbers & electricians,The 'A' Team (Adlec Electrical / James Adama Plumbers),Class 4,EH9 3HH,326149,670940,108 BLACKFORD AVENUE
326155,670938,271,hairdresser,Belle Cheveux,Class 1,EH9 3HH,326155,670938,112 BLACKFORD AVENUE
326033,673650,272,vacant,vacant,Vacant,EH1 1NB,326033,673650,7-9 BLACKFRIARS STREET
326036,673642,273,caf‚,Joanna's Place,Class 3,EH1 1NB,326036,673642,11 BLACKFRIARS STREET
326038,673636,274,caf‚,Edinburgh Lader,Class 3,EH1 1NB,326038,673636,15 BLACKFRIARS STREET
326045,673614,275,Thai massage,Thia Therapy Centre / Hoeyyn Arts Gallery,Class 2,EH1 1NB,326045,673614,25 BLACKFRIARS STREET
326047,673609,276,bicycle hire,Rent-a-Bike (Cycle Scotland),Class 1,EH1 1NB,326047,673609,29 BLACKFRIARS STREET
326056,673579,277,tattoo artist,Old Town Tattoos,Class 2,EH1 1NB,326056,673579,49 BLACKFRIARS STREET
326063,673553,278,public house & restaurant,Black Bo's,SUI GENERIS,EH1 1NB,326063,673553,57-61 BLACKFRIARS STREET
326049,673535,279,photographers,tete-a-tete,Class 2,EH1 1NE,326049,673535,52 BLACKFRIARS STREET
326050,673529,280,vacant,vacant,Vacant,EH1 1NE,326050,673529,54 BLACKFRIARS STREET
326052,673525,281,vacant,"vacant (formerly Zara, hot food take away)",Vacant, ,326052,673525, 
325915,673564,282,charity,Transition (Turning Point Scotland),Class 4,EH1 1QR,325915,673564,15 BLAIR STREET
325921,673541,283,public house,The City Caf‚,SUI GENERIS,EH1 1QR,325921,673541,19 BLAIR STREET
325945,673540,284,gift shop and booking office,Mercat Tours,Class 1,EH1 1QR,325945,673540,(28) BLAIR STREET
325949,673530,285,sauna,Blair Street Sauna,Class 11,EH1 1QR,325949,673530,30 BLAIR STREET
325951,673525,286,Solicitors,Patterson Bell,Class 2,EH1 1QR,325951,673525,34A BLAIR STREET
325952,673516,287,public house,Cabaret Voltaire Bar,SUI GENERIS,EH1 1QR,325952,673516,36-38 BLAIR STREET
326157,674485,288,bank,Royal Bank of Scotland,Class 2,EH7 5JH,326157,674485,2-3A BLENHEIM PLACE
326168,674484,289,pets & pet supplies,Dofos Pet Centre,Class 1,EH7 5JH,326168,674484,4 BLENHEIM PLACE
321359,668267,290,grocer,The Bonaly Corner Shop,Class 1,EH13 0ET,321359,668267,2 BONALY AVENUE
325571,676201,291,designer radiators,The Radiator Store,Class 1, ,325571,676201, 
326253,675773,292,bathrooms,BUYRITE BATHROOMS,Class 1,EH6 5BQ,326253,675773,161 BONNINGTON ROAD
326246,675720,293,winter sports,Freeze Pro Shop,Class 1,EH6 5BQ,326246,675720,165 BONNINGTON ROAD
326205,675736,294,fabrics,The Cloth Shop,Class 1,EH6 5BQ,326205,675736,169 BONNINGTON ROAD
326710,676148,295,vacant,vacant,Vacant,EH6 5JD,326710,676148,8 BONNINGTON ROAD
326708,676141,296,caf‚,Fat Yankee's,Class 3,EH6 5JD,326708,676141,10-12 BONNINGTON ROAD
326189,675775,297,grocer,Best One,Class 1,EH6 5BE,326189,675775,264 BONNINGTON ROAD
326181,675769,298,hairdresser,Amor,Class 1,EH6 5BE,326181,675769,268 BONNINGTON ROAD
326170,675762,299,vacant,vacant,Vacant,EH6 5BE,326170,675762,278 BONNINGTON ROAD
326164,675759,300,hot food take-away,Bonnington Brunch,SUI GENERIS,EH6 5BE,326164,675759,280 BONNINGTON ROAD
326160,675756,301,public house,The Bonnington,SUI GENERIS,EH6 5BE,326160,675756,284 BONNINGTON ROAD
326313,675878,302,children's nursery,Molly's Nursery,Class 10, ,326313,675878, 
324001,676457,303,n/t/c & post office,Boswall Drive Post Office,Class 1,EH5 2BE,324001,676457,55A BOSWALL DRIVE
323999,676464,304,vacant,vacant,Vacant,EH5 2BE,323999,676464,57A BOSWALL DRIVE
323810,676587,305,hairdresser,Hairizon Hairdressing,Class 1,EH5 2BR,323810,676587,33 BOSWALL PARKWAY
323797,676585,306,grocer / convenience store,Scotmid,Class 1,EH5 2BR,323797,676585,35-41 BOSWALL PARKWAY
323786,676584,307,n/t/c,Boswall Newsagent,Class 1,EH5 2BR,323786,676584,45 BOSWALL PARKWAY
323782,676583,308,butcher,Allan Campbell,Class 1,EH5 2BR,323782,676583,47 BOSWALL PARKWAY
323770,676581,309,grocer / convenience store,Day Today,Class 1,EH5 2BR,323770,676581,51-53 BOSWALL PARKWAY
322829,676491,310,baker,Greggs,Class 1,EH5 2LY,322829,676491,141-143 BOSWALL PARKWAY
322822,676492,311,funeral directors,Scotmid  Funeral Directors,Class 2,EH5 2LY,322822,676492,145 BOSWALL PARKWAY
322839,676454,312,bank,Lloyds TSB Scotland,Class 2,EH5 2LX,322839,676454,210 BOSWALL PARKWAY
322832,676453,313,n/t/c,MM News,Class 1,EH5 2LX,322832,676453,212 BOSWALL PARKWAY
322828,676453,314,hot food takeaway,Darins,SUI GENERIS,EH5 2LX,322828,676453,214 BOSWALL PARKWAY
322823,676452,315,hairdresser,Angela Rae,Class 1,EH5 2LX,322823,676452,218 BOSWALL PARKWAY
325430,673510,316,restaurant,The Witchery,Class 3,EH1 2NF,325430,673510,"1(GF) BOSWELL'S COURT, ( 352 CASTLEHILL )"
327033,674762,317,vacant,vacant,Vacant,EH7 5PY,327033,674762,1 BOTHWELL STREET
324690,676003,318,bank,Lloyds TSB Scotland,Class 2,EH3 5QY,324690,676003,3A BOWHILL TERRACE
324730,676000,319,betting shop,Coral,Class 2,EH3 5QY,324730,676000,7-8 BOWHILL TERRACE
324738,676001,320,public house,Spiers Bar,SUI GENERIS,EH3 5QY,324738,676001,10 BOWHILL TERRACE
327122,670249,321,haridresser,Elan Hairdressing,Class 1,EH16 6AA,327122,670249,3 BRAEFOOT TERRACE
327121,670260,322,vacant,vacant,Vacant,EH16 6AA,327121,670260,6-7 BRAEFOOT TERRACE
324576,669871,323,vacant,vacant,Vacant,EH10 6JY,324576,669871,3A BRAID HILLS APPROACH
324843,669890,324,golf equipment,Golf Shop,Class 1,EH10 6JZ,324843,669890,23 BRAID HILLS APPROACH
324518,670830,325,funeral directors & monumental masons,William Purves,Class 1,EH10 6AD,324518,670830,6 BRAID ROAD
324515,670765,326,imaging technology,NC Tech,Class 2, ,324515,670765, 
324514,670753,327,events agency,Lux Events,Class 4,EH10 6AD,324514,670753,26 BRAID ROAD
324514,670744,328,imaging technology,NC Tech,Class 4,EH10 6AD,324514,670744,30 BRAID ROAD
324512,670722,329,electrical contractors,Craig Booth,Class 4,EH10 6AD,324512,670722,36 BRAID ROAD
324511,670717,330,electrician,Craig Booth Electrical Contractors,Class 4,EH10 6AD,324511,670717,38 BRAID ROAD
324510,670713,331,joiners,Alasdair N. Morrison,Class 4,EH10 6AD,324510,670713,42 BRAID ROAD
325152,675007,332,vacant,vacant,Vacant,EH3 5EA,325152,675007,(PB) BRANDON TERRACE
325206,675026,333,cafe,Di Gorgio,Class 1,EH3 5EA,325206,675026,1 BRANDON TERRACE
325202,675023,334,post office,Warriston Post Office,Class 1,EH3 5EA,325202,675023,2 BRANDON TERRACE
325194,675016,335,bridal wear,Kavelle,Class 1,EH3 5EA,325194,675016,4-5 BRANDON TERRACE
325188,675012,336,upholsterer,Gayfield Design,Class 4,EH3 5EA,325188,675012,6 BRANDON TERRACE
325182,675006,337,carpets,Forth Flooring,Class 1,EH3 5EA,325182,675006,7 BRANDON TERRACE
325179,675003,338,cafe,Blue Bear,Class 3,EH3 5EA,325179,675003,9 BRANDON TERRACE
325170,674997,339,locks & security,Edina Lock & Key Co.,Class 1,EH3 5EA,325170,674997,10-12 BRANDON TERRACE
325165,674993,340,hairdresser,Phase,Class 1,EH3 5EA,325165,674993,14-15 BRANDON TERRACE
325159,674988,341,hairdresser (gents),John Hall,Class 1,EH3 5DZ,325159,674988,16 BRANDON TERRACE
325156,674985,342,antiques,Martinez Antiques,Class 1,EH3 5DZ,325156,674985,17 BRANDON TERRACE
325152,674983,343,beauty salon,Beauty at Brandon Terrace,Class 1,EH3 5DZ,325152,674983,19 BRANDON TERRACE
325149,674980,344,hairdresser,Sandy Jones,Class 1,EH3 5DZ,325149,674980,20 BRANDON TERRACE
325143,674975,345,art classes & gallery,The Art Club,Class 1,EH3 5DZ,325143,674975,21-22 BRANDON TERRACE
325138,674971,346,coffee shop,Coffee Angel,Class 3,EH3 5DZ,325138,674971,24-27 BRANDON TERRACE
324842,673201,347,hot food take-away,Pasha,SUI GENERIS,EH3 9AL,324842,673201,9 BREAD STREET
324850,673201,348,hairdresser (gents),Barber Shop,Class 1,EH3 9AL,324850,673201,9A BREAD STREET
324856,673201,349,restaurant,City Grill Steakhouse,Class 3,EH3 9AL,324856,673201,13 BREAD STREET
324861,673201,350,take-away food (japanise),Bento Ya,Class 3,EH3 9AL,324861,673201,15 BREAD STREET
324865,673201,351,tattoos,Jazz Tattoos,Class 2,EH3 9AL,324865,673201,19 BREAD STREET
324874,673201,352,amusement arcade,Amusements,Class 11,EH3 9AL,324874,673201,23 BREAD STREET
324881,673201,353,caf‚,Home Taste,SUI GENERIS,EH3 9AL,324881,673201,25(GF2)-27 BREAD STREET
324891,673200,354,locks & security,Duncan McLaren,Class 1,EH3 9AL,324891,673200,29 BREAD STREET
324897,673200,355,caf‚,Caf‚ Plus,Class 3,EH3 9AL,324897,673200,33 BREAD STREET
324903,673200,356,therapies,The Heathly Life Centre,Class 11,EH3 9AL,324903,673200,35-37 BREAD STREET
324954,673199,357,public house,Blue Blazer,SUI GENERIS,EH3 9AL,324954,673199,39 BREAD STREET
324967,673197,358,vacant,vacant,Vacant,EH3 9AH,324967,673197,43 BREAD STREET
324974,673197,359,vacant,vacant,Vacant,EH3 9AH,324974,673197,47 BREAD STREET
324978,673197,360,vacant,vacant,Vacant,EH3 9AH,324978,673197,49 BREAD STREET
324981,673197,361,ladies clothing,Smooch,Class 1,EH3 9AH,324981,673197,51 BREAD STREET
324985,673197,362,vacant,vacant,Vacant,EH3 9AH,324985,673197,55 BREAD STREET
324989,673197,363,architects,Buro Happold,Class 4,EH3 9AH,324989,673197,57-59 BREAD STREET
324995,673197,364,digital imaging & web design studio,Digital Design Scotland,Class 4,EH3 9AH,324995,673197,61 BREAD STREET
325001,673197,365,hairdresser,"Mission Hair
Mission Hair",Class 1,EH3 9AH,325001,673197,65 BREAD STREET
325006,673197,366,caf‚,Stand Up caf‚,Class 3,EH3 9AH,325006,673197,67 BREAD STREET
325015,673196,367,"restaurant & hot food take-away (fish & chips, pizzas, kebabs, baked potatoes)",Kingfisher,Class 3,EH3 9AH,325015,673196,69-71 BREAD STREET
325023,673196,368,second hand book shop,Main Point Book,Class 1,EH3 9AH,325023,673196,75 BREAD STREET
325027,673196,369,tattoo artist,Tattoo Studio Edinburgh,Class 2,EH3 9AH,325027,673196,77 BREAD STREET
324846,673172,370,hair extension boutique / training acadamy,Crown Ciouture,Class 1,EH3 9AF,324846,673172,6-8 BREAD STREET
324858,673173,371,veterinary surgery,West End Veterinary Partnership,Class 2, ,324858,673173, 
324874,673173,372,restaurant,Babelious,Class 3,EH3 9AF,324874,673173,22 BREAD STREET
324883,673173,373,hairdresser,Medusa,Class 1,EH3 9AF,324883,673173,26 BREAD STREET
324919,673171,374,public house,The Chanter,SUI GENERIS,EH3 9AF,324919,673171,30 BREAD STREET
321518,668940,375,funeral directors,Porteous,Class 2,EH13 0LH,321518,668940,7 BRIDGE ROAD
321603,668997,376,restaurant,MacKenzies,Class 3,EH13 0LF,321603,668997,2 BRIDGE ROAD
321593,668991,377,hot food take-away,Pizza Connection,SUI GENERIS,EH13 0LF,321593,668991,4 BRIDGE ROAD
321591,668990,378,hairdresser,Colinton Hair Design,Class 1,EH13 0LF,321591,668990,4A BRIDGE ROAD
321580,668983,379,"delicatessen (lic.), coffee shop, greeting cards",Fanelli's Delicatessen & Coffee Shop,Class 1,EH13 0LF,321580,668983,8(BF-GF) BRIDGE ROAD
321568,668973,380,public house,Colinton Inn,SUI GENERIS,EH13 0LQ,321568,668973,12 BRIDGE ROAD
321560,668970,381,dog grooming,Citidogs,Class 1,EH13 0LQ,321560,668970,16 BRIDGE ROAD
321557,668969,382,coffee shop,Java Moment,Class 3,EH13 0LQ,321557,668969,18 BRIDGE ROAD
321557,668974,383,pet grooming,Canine Cuts,Class 2,EH13 0LQ,321557,668974,20 BRIDGE ROAD
321550,668969,384,electrical contractor,D. Sykes,Class 4,EH13 0LQ,321550,668969,24 BRIDGE ROAD
321547,668968,385,Interior design + soft furnishings,Interior Solutions,Class 1,EH13 0LQ,321547,668968,26 BRIDGE ROAD
321539,668966,386,grocer (lic.),Mathur's Colinton Convenience Store,Class 1,EH13 0LQ,321539,668966,30-32 BRIDGE ROAD
321532,668965,387,Independent financial advisors,Brown Associates,Class 2,EH13 0LQ,321532,668965,34 BRIDGE ROAD
321527,668964,388,greengrocer,T.H. Downes,Class 1,EH13 0LQ,321527,668964,38 BRIDGE ROAD
321522,668963,389,hairdresser,Moodz,Class 1,EH13 0LQ,321522,668963,40 BRIDGE ROAD
321482,668965,390,Post office/cards + confectionery,Colinton Post Office,Class 1,EH13 0LQ,321482,668965,46 BRIDGE ROAD
321476,668966,391,chemist,Colinton Village Pharmacy,Class 1,EH13 0LQ,321476,668966,46A BRIDGE ROAD
321451,668967,392,restaurant (Italian),Dantes Tratoria,Class 3,EH13 0LQ,321451,668967,48-50 BRIDGE ROAD
321443,668967,393,gifts,Colinton Arts,Class 1,EH13 0LQ,321443,668967,52 BRIDGE ROAD
321437,668968,394,beauty salon,Peaches of Colinton Beauty Salon,Class 1,EH13 0LQ,321437,668968,54 BRIDGE ROAD
321433,668968,395,optician,Colinton Opticians,Class 1,EH13 0LQ,321433,668968,56 BRIDGE ROAD
321428,668968,396,vacant,vacant,Vacant,EH13 0LQ,321428,668968,58 BRIDGE ROAD
321419,668969,397,bank,Royal Bank of Scotland,Class 2,EH13 0LQ,321419,668969,64 BRIDGE ROAD
312180,672669,398,vacant,vacant,Vacant,EH28 8SH,312180,672669,40 BRIDGE STREET
312138,672707,399,public house,Newbridge Inn,SUI GENERIS,EH28 8SR,312138,672707,31 BRIDGE STREET
312130,672678,400,domestic appliances repairs and sales,Budget Appliances,Class 1,EH28 8SH,312130,672678,36 BRIDGE STREET
312306,672676,401,vacant,vacant,Vacant,EH28 8SH,312306,672676,64 BRIDGE STREET
312295,672658,402,vacant,vacant,Vacant,EH28 8SH,312295,672658,64(A) BRIDGE STREET
312304,672657,403,car showroom,Autoland Car Sales,SUI GENERIS,EH28 8SH,312304,672657,64(B) BRIDGE STREET
330508,673850,404,vacant,vacant,Vacant,EH15 1LH,330508,673850,3 BRIGHTON PLACE
330506,673847,405,hot food takeaway (pizza),La Favorita,SUI GENERIS,EH15 1LH,330506,673847,7 BRIGHTON PLACE
330504,673845,406,second hand goods,Martha's Attic,Class 1,EH15 1LH,330504,673845,9 BRIGHTON PLACE
330500,673841,407,hairdresser,Chiko's,Class 1,EH15 1LH,330500,673841,11 BRIGHTON PLACE
330493,673834,408,restaurant,Bonoful,Class 3,EH15 1LH,330493,673834,13-17 BRIGHTON PLACE
330487,673827,409,optician,Brian F. Forde,Class 1,EH15 1LH,330487,673827,19 BRIGHTON PLACE
330484,673824,410,hairdresser,Shapes,Class 1,EH15 1LH,330484,673824,21 BRIGHTON PLACE
325781,673219,411,caf‚,Assembly Checkpoint,Class 3,EH1 1EY,325781,673219,2(GF) BRISTO PLACE
325754,673242,412,china,John Donald & Co.,Class 1,EH1 1EY,325754,673242,8-10 BRISTO PLACE
325786,673185,413,restaurant (turkish),El Falafel,Class 3,EH1 1EZ,325786,673185,15 BRISTO PLACE
325792,673178,414,"clinic, health centre (natural / herbal medicine)",Napiers Dispensary,Class 2, ,325792,673178, 
325798,673173,415,herbal remedies & therapies,Napiers Dispensary,Class 1,EH1 1EZ,325798,673173,18 BRISTO PLACE
325860,673071,416,bank,Nat West,Class 2, ,325860,673071, 
325880,673204,417,bank,Bank of Scotland,Class 2,EH8 9AL,325880,673204,4 BRISTO SQUARE
325874,673201,418,takeaway food,Potter Shop,Class 1,EH8 9AL,325874,673201,2-3 BRISTO SQUARE
325889,673162,419,Cafe,Baristo,Class 2,EH8 9AL,325889,673162,5 BRISTO SQUARE
325894,673165,420,Bank,Santander,Class 2,EH8 9AL,325894,673165,6 BRISTO SQUARE
325589,673553,421,cashmere clothing,Ballentine Cashmere,Class 1,EH1 2PS,325589,673553,"1 BRODIE'S CLOSE, ( 304 LAWNMARKET )"
325581,673551,422,cahmere clothing,Elgin Cashmere,Class 1,EH1 2PS,325581,673551,"4 BRODIE'S CLOSE, ( 304 LAWNMARKET )"
325590,673548,423,caf‚,The Deacon's House,Class 3,EH1 2PS,325590,673548,"3 BRODIE'S CLOSE, ( 304 LAWNMARKET )"
319403,672426,424,grocer / convenience store & post office,CC Express,Class 1,EH12 7QL,319403,672426,37-41 BROOMHALL DRIVE
319410,672422,425,hairdresser,Kissa,Class 1,EH12 7QL,319410,672422,43 BROOMHALL DRIVE
319415,672419,426,solarium,Top Tan,Class 1,EH12 7QL,319415,672419,45 BROOMHALL DRIVE
319818,672194,427,vacant,vacant,Vacant,EH12 7PB,319818,672194,14 BROOMHALL ROAD
319821,672188,428,grocer & n/t/c,HMR Convenience Store,Class 1,EH12 7PB,319821,672188,16-18 BROOMHALL ROAD
319825,672182,429,hairdresser (ladies & gents),Bell Hair,Class 1,EH12 7PB,319825,672182,20 BROOMHALL ROAD
320173,671351,430,community information,Community One Stop Shop,Class 2,EH11 3UU,320173,671351,1-3 BROOMHOUSE MARKET
320176,671341,431,baker,Crow bakers,Class 1,EH11 3UU,320176,671341,5 BROOMHOUSE MARKET
320179,671335,432,post office,Post Office,Class 1,EH11 3UU,320179,671335,7 BROOMHOUSE MARKET
320180,671331,433,vacant,vacant,Vacant,EH11 3UU,320180,671331,9 BROOMHOUSE MARKET
320181,671327,434,grocer,Broomhouse Minimarket,Class 1,EH11 3UU,320181,671327,11 BROOMHOUSE MARKET
320186,671313,435,vacant,vacant,Vacant,EH11 3UU,320186,671313,13 BROOMHOUSE MARKET
320031,670898,436,grocer & n/t/c,Premier Stores,Class 1,EH11 3TA,320031,670898,367 BROOMHOUSE ROAD
325064,672856,437,bikes,Soul Cycles,Class 1,EH3 9HW,325064,672856,1 BROUGHAM PLACE
325068,672850,438,tattoo parlour,Red Hot & Blue,Class 2,EH3 9HW,325068,672850,1A BROUGHAM PLACE
325071,672846,439,caf‚,machine expresson,Class 3,EH3 9HW,325071,672846,2 BROUGHAM PLACE
325085,672823,440,restaurant (Indian),Bombay Bicycle Club,Class 3,EH3 9HW,325085,672823,6-6A BROUGHAM PLACE
325070,672794,441,public house,International Bar,SUI GENERIS,EH3 9JX,325070,672794,15 BROUGHAM PLACE
325057,672813,442,grocer,786 Wholesale & Retailers,Class 1,EH3 9JX,325057,672813,15A-17 BROUGHAM PLACE
325044,672833,443,vacant,vacant,Vacant,EH3 9JU,325044,672833,20 BROUGHAM PLACE
325046,672830,444,vacant,vacant,Vacant,EH3 9JU,325046,672830,20A BROUGHAM PLACE
325039,672840,445,restaurant (Korean),Ong Gie,Class 3,EH3 9JU,325039,672840,22 BROUGHAM PLACE
325035,672845,446,restaurant (Thai),Passorn,Class 3,EH3 9JU,325035,672845,23-23A BROUGHAM PLACE
325033,672847,447,unspecified office,no name on fascia,Class 4,EH3 9JU,325033,672847,25 BROUGHAM PLACE
325029,672853,448,chemist,Co-operative Pharmacy,Class 1,EH3 9JU,325029,672853,26 BROUGHAM PLACE
324955,672919,449,vacant,vacant,Vacant,EH3 9JS,324955,672919,5 BROUGHAM STREET
324983,672899,450,chiropodist,Brougham Foot Clinic,Class 2, ,324983,672899, 
324961,672916,451,restaurant (Tapas),El Quijote,Class 3,EH3 9JS,324961,672916,13A BROUGHAM STREET
324987,672896,452,"second-hand cds, tapes, records",Backtracks,Class 1,EH3 9JS,324987,672896,17 BROUGHAM STREET
324991,672893,453,hot food take-away (kebabs),Turkish Doner Inn,SUI GENERIS,EH3 9JS,324991,672893,17A BROUGHAM STREET
325001,672883,454,printers,Cowan Print,Class 4,EH3 9JS,325001,672883,23 BROUGHAM STREET
325031,672850,455,vacant,vacant,Vacant,EH3 9JT,325031,672850,25-27 BROUGHAM STREET
325024,672860,456,beauty salon,Glamourize,Class 1,EH3 9JT,325024,672860,31 BROUGHAM STREET
325021,672864,457,sandwiches,The Yellow Deli,Class 1,EH3 9JT,325021,672864,33 BROUGHAM STREET
324967,672949,458,public house,The Ventoux,SUI GENERIS,EH3 9JH,324967,672949,2-4 BROUGHAM STREET
324974,672945,459,restaurant (Greek),My Big Fat Greek Restaurant,Class 3,EH3 9JH,324974,672945,6 BROUGHAM STREET
324982,672939,460,health foods,Real Foods,Class 1,EH3 9JH,324982,672939,8 BROUGHAM STREET
324990,672933,461,estate agents,My-Apartments,Class 2,EH3 9JH,324990,672933,12 BROUGHAM STREET
324997,672928,462,restaurant (Indian),Mezbaan,Class 3,EH3 9JH,324997,672928,14-14A BROUGHAM STREET
325000,672925,463,hot food take-away,Redbox 2 Go,SUI GENERIS,EH3 9JH,325000,672925,18 BROUGHAM STREET
325005,672921,464,grocer (lic.),Nina's Mini Market,Class 1,EH3 9JH,325005,672921,18A BROUGHAM STREET
325023,672906,465,restaurant (Chinese),Fortune Cookie,Class 3,EH3 9JH,325023,672906,24 BROUGHAM STREET
325029,672901,466,public house,Cloisters Bar,SUI GENERIS,EH3 9JH,325029,672901,26 BROUGHAM STREET
325822,674591,467,restaurant,The Olive Branch,Class 3,EH1 3RX,325822,674591,2 BROUGHTON PLACE
325826,674592,468,hairdresser and beauty salon,Broughton Place Hair and Beauty,Class 1,EH1 3RX,325826,674592,2A BROUGHTON PLACE
325422,675094,469,supermarket - large,Tesco,Class 1,EH7 4EW,325422,675094,7 BROUGHTON ROAD
325498,675149,470,hairdresser,Angela Carr,Class 1,EH7 4EP,325498,675149,41 BROUGHTON ROAD
325545,675186,471,language school,Edinburgh School of Lanague,Class 4,EH7 4EX,325545,675186,55 BROUGHTON ROAD
325619,675229,472,public house,Powderhall Arms,SUI GENERIS,EH7 4EG,325619,675229,97-99 BROUGHTON ROAD
